"id","latitude","longitude","tof_mm","sonic_mm","temperature","sonic_raw_mm","tof_raw_mm","accel_raw_x","accel_raw_y","accel_raw_z","measured_at"
"225",NULL,NULL,NULL,"0","25.26","742","0","-0.0351","-0.1482","1.0257","2026-05-28 08:00:18"
"224",NULL,NULL,NULL,"0","25.28","742","0","-0.0312","-0.1482","1.0296","2026-05-28 08:00:18"
"223",NULL,NULL,NULL,"0","25.33","743","0","-0.0351","-0.156","1.0335","2026-05-28 08:00:18"
"222",NULL,NULL,NULL,"0","25.34","742","0","-0.0351","-0.1521","1.0218","2026-05-28 08:00:18"
"221",NULL,NULL,NULL,"0","25.38","742","0","-0.0312","-0.1482","1.0218","2026-05-28 08:00:18"
"220",NULL,NULL,NULL,"0","25.32","743","0","-0.0312","-0.1521","1.0296","2026-05-28 08:00:13"
"219",NULL,NULL,NULL,"0","25.31","742","0","-0.0312","-0.1521","1.0257","2026-05-28 08:00:13"
"218",NULL,NULL,NULL,"0","25.27","742","0","-0.0351","-0.1482","1.0257","2026-05-28 08:00:13"
"217",NULL,NULL,NULL,"0","25.34","743","0","-0.0273","-0.1482","1.0257","2026-05-28 08:00:13"
"216",NULL,NULL,NULL,"0","25.24","742","0","-0.0273","-0.1521","1.0257","2026-05-28 08:00:13"
"215",NULL,NULL,NULL,"0","25.33","746","0","-0.0312","-0.1521","1.0257","2026-05-28 08:00:13"
"214",NULL,NULL,NULL,"0","25.34","746","0","-0.0312","-0.1521","1.0218","2026-05-28 08:00:13"
"213",NULL,NULL,NULL,"0","25.32","746","0","-0.0312","-0.1443","1.0218","2026-05-28 08:00:13"
"212",NULL,NULL,NULL,"0","25.27","742","0","-0.0351","-0.1443","1.0452","2026-05-28 08:00:13"
"211",NULL,NULL,NULL,"0","24.57","741","0","-0.0351","-0.1521","1.0296","2026-05-28 08:00:13"
"210",NULL,NULL,NULL,"0","24.53","746","0","-0.0273","-0.1521","1.0218","2026-05-28 08:00:08"
"209",NULL,NULL,NULL,"0","24.59","746","0","-0.0312","-0.1521","1.0257","2026-05-28 08:00:08"
"208",NULL,NULL,NULL,"0","24.65","745","0","-0.0273","-0.1521","1.0179","2026-05-28 08:00:08"
"207",NULL,NULL,NULL,"0","24.88","746","0","-0.0273","-0.1482","1.0218","2026-05-28 08:00:08"
"206",NULL,NULL,NULL,"0","24.73","746","0","-0.0273","-0.1482","1.0257","2026-05-28 08:00:08"
"205",NULL,NULL,NULL,"0","24.62","746","0","-0.0312","-0.1482","1.0179","2026-05-28 08:00:08"
"204",NULL,NULL,NULL,"0","24.66","746","0","-0.0273","-0.1482","1.0257","2026-05-28 08:00:08"
"203",NULL,NULL,NULL,"0","24.75","746","0","-0.0273","-0.1482","1.0257","2026-05-28 08:00:08"
"202",NULL,NULL,NULL,"0","24.74","742","0","-0.0312","-0.1443","1.0218","2026-05-28 08:00:08"
"201",NULL,NULL,NULL,"0","24.77","742","0","-0.0273","-0.1521","1.014","2026-05-28 08:00:08"
"200",NULL,NULL,NULL,"0","24.83","742","0","-0.0234","-0.1443","1.0101","2026-05-28 08:00:03"
"199",NULL,NULL,NULL,"0","24.89","746","0","-0.0273","-0.1482","1.0179","2026-05-28 08:00:03"
"198",NULL,NULL,NULL,"0","24.68","745","0","-0.0312","-0.1482","1.0296","2026-05-28 08:00:03"
"197",NULL,NULL,NULL,"0","25.02","746","0","-0.0351","-0.1521","1.0257","2026-05-28 08:00:03"
"196",NULL,NULL,NULL,"0","25.07","742","0","-0.0312","-0.1521","1.0218","2026-05-28 08:00:03"
"195",NULL,NULL,NULL,"0","24.95","746","0","-0.0312","-0.1521","1.0218","2026-05-28 08:00:03"
"194",NULL,NULL,NULL,"0","24.98","746","0","-0.0312","-0.1482","1.0218","2026-05-28 08:00:03"
"193",NULL,NULL,NULL,"0","24.94","746","0","-0.0312","-0.1482","1.0218","2026-05-28 08:00:03"
"192",NULL,NULL,NULL,"0","24.92","746","0","-0.0273","-0.1521","1.0296","2026-05-28 08:00:03"
"191",NULL,NULL,NULL,"0","25.06","747","0","-0.0351","-0.1443","1.0218","2026-05-28 08:00:03"
"190",NULL,NULL,NULL,"0","24.95","746","0","-0.0351","-0.1521","1.0335","2026-05-28 07:59:58"
"189",NULL,NULL,NULL,"0","25.07","746","0","-0.0312","-0.1482","1.0218","2026-05-28 07:59:58"
"188",NULL,NULL,NULL,"0","25.09","747","0","-0.0312","-0.1482","1.0257","2026-05-28 07:59:58"
"187",NULL,NULL,NULL,"0","25.18","747","0","-0.0273","-0.156","1.0257","2026-05-28 07:59:58"
"186",NULL,NULL,NULL,"0","25.05","742","0","-0.0273","-0.1521","1.0257","2026-05-28 07:59:58"
"185",NULL,NULL,NULL,"0","25.06","742","0","-0.0312","-0.1443","1.0257","2026-05-28 07:59:58"
"184",NULL,NULL,NULL,"0","24.96","746","0","-0.0312","-0.1482","1.0296","2026-05-28 07:59:58"
"183",NULL,NULL,NULL,"0","25.07","747","0","-0.0312","-0.1482","1.014","2026-05-28 07:59:58"
"182",NULL,NULL,NULL,"0","25.15","742","0","-0.0351","-0.156","1.0296","2026-05-28 07:59:58"
"181",NULL,NULL,NULL,"0","25.06","742","0","-0.0273","-0.1521","1.0257","2026-05-28 07:59:58"
"180",NULL,NULL,NULL,"0","24.98","742","0","-0.0273","-0.1482","1.0257","2026-05-28 07:59:53"
"179",NULL,NULL,NULL,"0","24.87","745","0","-0.0312","-0.1482","1.0257","2026-05-28 07:59:53"
"178",NULL,NULL,NULL,"0","24.81","742","0","-0.0312","-0.1521","1.0296","2026-05-28 07:59:53"
"177",NULL,NULL,NULL,"0","24.75","742","0","-0.0312","-0.1482","1.0296","2026-05-28 07:59:53"
"176",NULL,NULL,NULL,"0","24.67","742","0","-0.0273","-0.1482","1.0296","2026-05-28 07:59:53"
"175",NULL,NULL,NULL,"0","24.55","742","0","-0.0312","-0.1521","1.0296","2026-05-28 07:59:53"
"174",NULL,NULL,NULL,"0","24.34","741","0","-0.0312","-0.1521","1.0257","2026-05-28 07:59:53"
"173",NULL,NULL,NULL,"0","24.31","745","0","-0.0312","-0.1482","1.0218","2026-05-28 07:59:53"
"172",NULL,NULL,NULL,"0","24.76","746","0","-0.0312","-0.1443","1.0257","2026-05-28 07:59:53"
"171",NULL,NULL,NULL,"0","24.29","746","0","-0.0351","-0.1482","1.0296","2026-05-28 07:59:53"
"170",NULL,NULL,NULL,"0","24.59","746","0","-0.0351","-0.1482","1.0296","2026-05-28 07:59:48"
"169",NULL,NULL,NULL,"0","24.69","745","0","-0.0312","-0.1521","1.0257","2026-05-28 07:59:48"
"168",NULL,NULL,NULL,"0","24.47","745","0","-0.0351","-0.1482","1.0257","2026-05-28 07:59:48"
"167",NULL,NULL,NULL,"0","24.70","746","0","-0.0273","-0.1521","1.0257","2026-05-28 07:59:48"
"166",NULL,NULL,NULL,"0","24.68","742","0","-0.0273","-0.1482","1.0257","2026-05-28 07:59:48"
"165",NULL,NULL,NULL,"0","24.71","746","0","-0.0312","-0.1482","1.0179","2026-05-28 07:59:48"
"164",NULL,NULL,NULL,"0","24.93","743","0","-0.0312","-0.1482","1.0257","2026-05-28 07:59:48"
"163",NULL,NULL,NULL,"0","25.03","742","0","-0.0312","-0.1482","1.0296","2026-05-28 07:59:48"
"162",NULL,NULL,NULL,"0","24.87","742","0","-0.0273","-0.1521","1.0218","2026-05-28 07:59:48"
"161",NULL,NULL,NULL,"0","25.00","743","0","-0.0312","-0.1482","1.0296","2026-05-28 07:59:48"
"160",NULL,NULL,NULL,"0","25.01","742","0","-0.0312","-0.1404","1.0257","2026-05-28 07:59:46"
"159",NULL,NULL,NULL,"0","24.95","746","0","-0.0351","-0.1482","1.0335","2026-05-28 07:59:46"
"158",NULL,NULL,NULL,"0","25.01","742","0","-0.0351","-0.1521","1.0296","2026-05-28 07:59:46"
"157",NULL,NULL,NULL,"0","25.02","743","0","-0.0351","-0.1482","1.0296","2026-05-28 07:59:46"
"156",NULL,NULL,NULL,"252","25.04","177","0","-0.0312","-0.1599","1.0179","2026-05-28 07:59:46"
"155",NULL,NULL,NULL,"293","24.91","155","0","-0.0273","-0.1521","1.0257","2026-05-28 07:59:46"
"154",NULL,NULL,NULL,"324","24.67","115","0","-0.0273","-0.1443","1.0257","2026-05-28 07:59:46"
"153",NULL,NULL,NULL,"335","24.69","102","0","-0.0312","-0.1482","1.0179","2026-05-28 07:59:46"
"152",NULL,NULL,NULL,"269","24.57","102","0","-0.0312","-0.1482","1.0257","2026-05-28 07:59:46"
"151",NULL,NULL,NULL,"240","24.85","194","0","-0.0312","-0.1482","1.0257","2026-05-28 07:59:46"
"150",NULL,NULL,NULL,"243","24.92","187","0","-0.0351","-0.1482","1.0218","2026-05-28 07:59:38"
"149",NULL,NULL,NULL,"240","24.81","190","0","-0.0273","-0.1482","1.0257","2026-05-28 07:59:38"
"148",NULL,NULL,NULL,"266","24.91","573","0","-0.0351","-0.1443","1.0218","2026-05-28 07:59:38"
"147",NULL,NULL,NULL,"339","24.51","126","0","-0.0273","-0.1521","1.0257","2026-05-28 07:59:38"
"146",NULL,NULL,NULL,"359","24.82","74","0","-0.0312","-0.1521","1.0257","2026-05-28 07:59:38"
"145",NULL,NULL,NULL,"346","24.65","68","0","-0.0312","-0.1482","1.0257","2026-05-28 07:59:38"
"144",NULL,NULL,NULL,"324","24.74","98","0","-0.0273","-0.1521","1.0218","2026-05-28 07:59:38"
"143",NULL,NULL,NULL,"0","24.87","168","0","-0.0351","-0.1482","1.0257","2026-05-28 07:59:38"
"142",NULL,NULL,NULL,"0","24.97","746","0","-0.0273","-0.1521","1.0296","2026-05-28 07:59:38"
"141",NULL,NULL,NULL,"0","24.92","746","0","-0.0312","-0.1443","1.0218","2026-05-28 07:59:38"
"140",NULL,NULL,NULL,"0","24.89","741","0","-0.0312","-0.1482","1.0218","2026-05-28 07:59:33"
"139",NULL,NULL,NULL,"433","24.99","0","0","-0.0312","-0.1521","1.0218","2026-05-28 07:59:33"
"138",NULL,NULL,NULL,"433","24.71","0","0","-0.0312","-0.1716","1.0257","2026-05-28 07:59:33"
"137",NULL,NULL,NULL,"433","24.96","0","0","-0.0312","-0.1716","1.0257","2026-05-28 07:59:33"
"136",NULL,NULL,NULL,"433","24.75","0","0","-0.0312","-0.1716","1.0374","2026-05-28 07:59:33"
"135",NULL,NULL,NULL,"433","24.78","0","0","-0.0234","-0.1716","1.0218","2026-05-28 07:59:33"
"134",NULL,NULL,NULL,"433","24.99","0","0","-0.0312","-0.1677","1.0335","2026-05-28 07:59:33"
"133",NULL,NULL,NULL,"433","24.96","0","0","-0.0312","-0.1755","1.0257","2026-05-28 07:59:33"
"132",NULL,NULL,NULL,"433","24.91","0","0","-0.0273","-0.1716","1.0257","2026-05-28 07:59:33"
"131",NULL,NULL,NULL,"433","24.85","0","0","-0.0273","-0.1716","1.0257","2026-05-28 07:59:33"
"130",NULL,NULL,NULL,"433","24.94","0","0","-0.0312","-0.1755","1.0335","2026-05-28 07:59:28"
"129",NULL,NULL,NULL,"433","25.00","0","0","-0.0273","-0.1716","1.0257","2026-05-28 07:59:28"
"128",NULL,NULL,NULL,"433","24.92","0","0","-0.0312","-0.1677","1.0218","2026-05-28 07:59:28"
"127",NULL,NULL,NULL,"433","24.93","0","0","-0.0273","-0.1755","1.0296","2026-05-28 07:59:28"
"126",NULL,NULL,NULL,"433","25.05","0","0","-0.0273","-0.1794","1.0257","2026-05-28 07:59:28"
"125",NULL,NULL,NULL,"433","25.06","0","0","-0.0273","-0.1716","1.0335","2026-05-28 07:59:28"
"124",NULL,NULL,NULL,"433","24.92","0","0","-0.0273","-0.1716","1.0296","2026-05-28 07:59:28"
"123",NULL,NULL,NULL,"433","25.03","0","0","-0.0273","-0.1716","1.0296","2026-05-28 07:59:28"
"122",NULL,NULL,NULL,"433","24.82","0","0","-0.0273","-0.1677","1.0296","2026-05-28 07:59:28"
"121",NULL,NULL,NULL,"433","24.75","0","0","-0.0273","-0.1677","1.0296","2026-05-28 07:59:28"
"120",NULL,NULL,NULL,"433","24.27","0","0","-0.0273","-0.1716","1.0296","2026-05-28 07:59:23"
"119",NULL,NULL,NULL,"0","24.29","0","0","-0.0273","-0.1716","1.0374","2026-05-28 07:59:23"
"118",NULL,NULL,NULL,"0","24.39","741","0","-0.0273","-0.156","1.0335","2026-05-28 07:59:23"
"117",NULL,NULL,NULL,"0","24.01","745","0","-0.0312","-0.1599","1.0335","2026-05-28 07:59:23"
"116",NULL,NULL,NULL,"0","24.54","742","0","-0.0312","-0.1521","1.0296","2026-05-28 07:59:23"
"115",NULL,NULL,NULL,"0","24.69","742","0","-0.0351","-0.1638","1.0218","2026-05-28 07:59:23"
"114",NULL,NULL,NULL,"0","24.65","742","0","-0.0312","-0.156","1.0257","2026-05-28 07:59:23"
"113",NULL,NULL,NULL,"0","24.53","742","0","-0.0273","-0.1521","1.0257","2026-05-28 07:59:23"
"112",NULL,NULL,NULL,"0","24.47","741","0","-0.0351","-0.1521","1.0374","2026-05-28 07:59:23"
"111",NULL,NULL,NULL,"0","24.78","746","0","-0.0312","-0.156","1.0335","2026-05-28 07:59:23"
"110",NULL,NULL,NULL,"0","24.67","742","0","-0.0312","-0.156","1.0335","2026-05-28 07:59:18"
"109",NULL,NULL,NULL,"0","24.70","742","0","-0.0312","-0.156","1.0296","2026-05-28 07:59:18"
"108",NULL,NULL,NULL,"0","24.81","746","0","-0.0273","-0.1521","1.0218","2026-05-28 07:59:18"
"107",NULL,NULL,NULL,"0","24.71","742","0","-0.0273","-0.156","1.0335","2026-05-28 07:59:18"
"106",NULL,NULL,NULL,"0","24.61","742","0","-0.0312","-0.1599","1.0296","2026-05-28 07:59:18"
"105",NULL,NULL,NULL,"0","24.58","742","0","-0.0312","-0.156","1.0335","2026-05-28 07:59:18"
"104",NULL,NULL,NULL,"0","24.82","746","0","-0.0273","-0.156","1.0257","2026-05-28 07:59:18"
"103",NULL,NULL,NULL,"0","24.86","742","0","-0.0273","-0.156","1.0296","2026-05-28 07:59:18"
"102",NULL,NULL,NULL,"0","24.84","746","0","-0.0312","-0.1521","1.0257","2026-05-28 07:59:18"
"101",NULL,NULL,NULL,"0","24.85","742","0","-0.0273","-0.156","1.0296","2026-05-28 07:59:18"
"100",NULL,NULL,NULL,"0","24.76","742","0","-0.0312","-0.156","1.0257","2026-05-28 07:59:13"
"99",NULL,NULL,NULL,"0","24.77","745","0","-0.0312","-0.1521","1.0218","2026-05-28 07:59:13"
"98",NULL,NULL,NULL,"0","24.76","742","0","-0.0312","-0.156","1.0257","2026-05-28 07:59:13"
"97",NULL,NULL,NULL,"0","24.75","742","0","-0.0312","-0.1521","1.0335","2026-05-28 07:59:13"
"96",NULL,NULL,NULL,"0","24.50","741","0","-0.0312","-0.156","1.0179","2026-05-28 07:59:13"
"95",NULL,NULL,NULL,"0","24.67","745","0","-0.0312","-0.1482","1.0257","2026-05-28 07:59:13"
"94",NULL,NULL,NULL,"0","24.46","745","0","-0.0273","-0.1599","1.0335","2026-05-28 07:59:13"
"93",NULL,NULL,NULL,"0","24.67","746","0","-0.0312","-0.156","1.0374","2026-05-28 07:59:13"
"92",NULL,NULL,NULL,"0","24.17","745","0","-0.0312","-0.1521","1.0296","2026-05-28 07:59:13"
"91",NULL,NULL,NULL,"0","24.25","745","0","-0.0312","-0.156","1.0257","2026-05-28 07:59:13"
"90",NULL,NULL,NULL,"0","24.28","741","0","-0.0312","-0.156","1.0257","2026-05-28 07:59:08"
"89",NULL,NULL,NULL,"0","24.18","745","0","-0.0351","-0.1521","1.0257","2026-05-28 07:59:08"
"88",NULL,NULL,NULL,"0","23.82","740","0","-0.0312","-0.1521","1.0257","2026-05-28 07:59:08"
"87",NULL,NULL,NULL,"0","24.21","745","0","-0.0312","-0.156","1.0335","2026-05-28 07:59:08"
"86",NULL,NULL,NULL,"0","23.98","744","0","-0.0312","-0.156","1.0218","2026-05-28 07:59:08"
"85",NULL,NULL,NULL,"0","24.15","741","0","-0.0273","-0.1521","1.0218","2026-05-28 07:59:08"
"84",NULL,NULL,NULL,"0","23.92","744","0","-0.0273","-0.1521","1.0257","2026-05-28 07:59:08"
"83",NULL,NULL,NULL,"433","24.24","741","0","-0.0351","-0.1482","1.0101","2026-05-28 07:59:08"
"82",NULL,NULL,NULL,NULL,"24.45","0","0","-0.0312","-0.156","1.0335","2026-05-28 07:59:08"
"81",NULL,NULL,NULL,NULL,"24.88","0","0","-0.0312","-0.2106","0.9906","2026-05-28 07:59:08"
"80",NULL,NULL,"0","0","27.03","701","750","-0.0663","-0.117","1.0842","2026-05-28 07:57:31"
"79",NULL,NULL,"0","0","27.11","718","750","-0.0663","-0.1092","1.0842","2026-05-28 07:57:31"
"78",NULL,NULL,"0","0","26.89","718","746","-0.0624","-0.117","1.0881","2026-05-28 07:57:31"
"77",NULL,NULL,"0","0","26.92","714","747","-0.0663","-0.1131","1.0842","2026-05-28 07:57:31"
"76",NULL,NULL,"0","0","26.05","747","751","-0.0663","-0.1053","1.0881","2026-05-28 07:57:31"
"75",NULL,NULL,"0","0","26.64","748","743","-0.0702","-0.1131","1.0803","2026-05-28 07:57:31"
"74",NULL,NULL,"0","0","27.07","749","744","-0.0702","-0.1014","1.0842","2026-05-28 07:57:31"
"73",NULL,NULL,"0","0","27.03","696","749","-0.0702","-0.1131","1.092","2026-05-28 07:57:31"
"72",NULL,NULL,"0","0","27.13","748","746","-0.0702","-0.1131","1.0803","2026-05-28 07:57:31"
"71",NULL,NULL,"0","0","27.12","709","746","-0.0702","-0.1092","1.0881","2026-05-28 07:57:31"
"70",NULL,NULL,"0","0","27.08","683","739","-0.0702","-0.1092","1.0725","2026-05-28 07:57:21"
"69",NULL,NULL,"0","0","26.95","696","748","-0.0624","-0.1131","1.0881","2026-05-28 07:57:21"
"68",NULL,NULL,"0","0","27.24","748","741","-0.0702","-0.1131","1.0803","2026-05-28 07:57:21"
"67",NULL,NULL,"0","0","27.00","692","754","-0.0663","-0.1092","1.0764","2026-05-28 07:57:21"
"66",NULL,NULL,"0","0","27.10","692","743","-0.0663","-0.117","1.0842","2026-05-28 07:57:21"
"65",NULL,NULL,"0","0","27.14","692","746","-0.0741","-0.1053","1.0803","2026-05-28 07:57:21"
"64",NULL,NULL,"0","0","27.12","692","747","-0.0702","-0.1131","1.0881","2026-05-28 07:57:21"
"63",NULL,NULL,"0","0","27.03","688","746","-0.0663","-0.1131","1.0803","2026-05-28 07:57:21"
"62",NULL,NULL,"0","0","26.96","692","741","-0.0663","-0.1131","1.0842","2026-05-28 07:57:21"
"61",NULL,NULL,"0","0","26.42","700","747","-0.0702","-0.117","1.0803","2026-05-28 07:57:21"
"60",NULL,NULL,"0","0","26.80","692","745","-0.0624","-0.117","1.0842","2026-05-28 07:57:10"
"59",NULL,NULL,"0","0","26.89","696","747","-0.0702","-0.1092","1.0803","2026-05-28 07:57:10"
"58",NULL,NULL,"0","0","27.13","705","749","-0.0663","-0.1131","1.0725","2026-05-28 07:57:10"
"57",NULL,NULL,"0","0","27.13","713","745","-0.0663","-0.1131","1.0881","2026-05-28 07:57:10"
"56",NULL,NULL,"0","0","27.03","690","750","-0.0702","-0.1053","1.0803","2026-05-28 07:57:10"
"55",NULL,NULL,"0","0","27.14","713","746","-0.0624","-0.1092","1.0842","2026-05-28 07:57:10"
"54",NULL,NULL,"0","0","27.06","678","747","-0.0702","-0.117","1.0686","2026-05-28 07:57:10"
"53",NULL,NULL,"0","0","27.53","701","749","-0.0663","-0.1092","1.0842","2026-05-28 07:57:10"
"52",NULL,NULL,"0","0","28.85","703","744","-0.0702","-0.1131","1.0803","2026-05-28 07:57:10"
"51",NULL,NULL,"0","0","28.85","746","750","-0.0702","-0.1092","1.0725","2026-05-28 07:57:10"
"50",NULL,NULL,"0","0","28.73","754","749","-0.0663","-0.1092","1.0842","2026-05-28 07:57:01"
"49",NULL,NULL,"0","0","28.07","700","743","-0.0741","-0.1092","1.0881","2026-05-28 07:57:01"
"48",NULL,NULL,"0","0","28.63","693","745","-0.0663","-0.117","1.0959","2026-05-28 07:57:01"
"47",NULL,NULL,"0","0","28.63","749","746","-0.0624","-0.117","1.0959","2026-05-28 07:57:01"
"46",NULL,NULL,"4","0","28.48","702","747","-0.0702","-0.1053","1.0803","2026-05-28 07:57:01"
"45",NULL,NULL,"4","0","28.19","689","749","-0.0702","-0.117","1.0842","2026-05-28 07:57:01"
"44",NULL,NULL,"4","0","28.42","25","3","-0.0663","-0.1131","1.0842","2026-05-28 07:57:01"
"43",NULL,NULL,"0","0","28.53","19","0","-0.0663","-0.1092","1.0803","2026-05-28 07:57:01"
"42",NULL,NULL,"0","0","28.57","29","12","-0.0663","-0.117","1.0881","2026-05-28 07:57:01"
"41",NULL,NULL,"0","0","28.53","26","0","-0.0663","-0.1209","1.0881","2026-05-28 07:57:01"
"40",NULL,NULL,"0","0","28.61","29","0","-0.0624","-0.1209","1.0842","2026-05-28 07:56:51"
"39",NULL,NULL,"0","0","28.37","29","0","-0.0702","-0.1092","1.0803","2026-05-28 07:56:51"
"38",NULL,NULL,"0","0","28.52","19","9","-0.0663","-0.1131","1.0842","2026-05-28 07:56:51"
"37",NULL,NULL,"0","0","28.38","26","5","-0.0234","-0.1131","1.0998","2026-05-28 07:56:51"
"36",NULL,NULL,"0","0","28.21","19","11","-0.0663","-0.1131","1.0881","2026-05-28 07:56:51"
"35",NULL,NULL,"0","0","27.77","746","745","-0.0663","-0.1131","1.0881","2026-05-28 07:56:51"
"34",NULL,NULL,"0","0","26.46","701","748","-0.0663","-0.1092","1.0842","2026-05-28 07:56:51"
"33",NULL,NULL,"0","0","26.11","743","751","-0.0273","-0.1326","1.0764","2026-05-28 07:56:51"
"32",NULL,NULL,"0","0","25.44","704","749","-0.0624","-0.1131","1.0803","2026-05-28 07:56:51"
"31",NULL,NULL,"0","0","26.33","623","749","-0.0624","-0.1092","1.0881","2026-05-28 07:56:51"
"30",NULL,NULL,"0","0","26.21","628","745","-0.0663","-0.117","1.0881","2026-05-28 07:56:41"
"29",NULL,NULL,"0","0","26.82","695","749","-0.0663","-0.1599","1.0764","2026-05-28 07:56:41"
"28",NULL,NULL,"0","0","25.36","721","11","-0.0624","-0.1131","1.0803","2026-05-28 07:56:41"
"27",NULL,NULL,"0","0","26.08","49","8","0.0468","-0.0156","0.9399","2026-05-28 07:56:41"
"26",NULL,NULL,"0","0","26.01","32","9","-0.0507","-0.1053","1.0881","2026-05-28 07:56:41"
"25",NULL,NULL,"1","0","25.76","32","10","-0.0507","-0.1092","1.0764","2026-05-28 07:56:41"
"24",NULL,NULL,"1","0","25.85","32","8","-0.0507","-0.1131","1.092","2026-05-28 07:56:41"
"23",NULL,NULL,"1","0","26.02","32","10","-0.0507","-0.117","1.0842","2026-05-28 07:56:41"
"22",NULL,NULL,"1","0","25.78","32","9","-0.0468","-0.1131","1.0881","2026-05-28 07:56:41"
"21",NULL,NULL,"1","0","25.50","32","8","-0.0507","-0.1131","1.0881","2026-05-28 07:56:41"
"20",NULL,NULL,"1","0","25.98","32","8","-0.0468","-0.1053","1.0725","2026-05-28 07:56:31"
"19",NULL,NULL,"1","0","25.93","32","8","-0.0468","-0.1209","1.0881","2026-05-28 07:56:31"
"18",NULL,NULL,"0","0","25.95","32","9","-0.0468","-0.1014","1.0842","2026-05-28 07:56:31"
"17",NULL,NULL,"0","0","25.92","32","7","-0.0468","-0.1131","1.0842","2026-05-28 07:56:31"
"16",NULL,NULL,"0","0","26.11","32","8","-0.0546","-0.1131","1.0842","2026-05-28 07:56:31"
"15",NULL,NULL,"0","0","26.11","32","8","-0.0429","-0.1092","1.0764","2026-05-28 07:56:31"
"14",NULL,NULL,"0","0","25.86","32","10","-0.0429","-0.1131","1.0881","2026-05-28 07:56:31"
"13",NULL,NULL,"0","0","26.03","32","8","-0.0468","-0.1053","1.0881","2026-05-28 07:56:31"
"12",NULL,NULL,"0","0","25.69","32","9","-0.0468","-0.1131","1.0881","2026-05-28 07:56:31"
"11",NULL,NULL,"0","0","25.92","32","8","-0.0468","-0.1131","1.0842","2026-05-28 07:56:31"
"10",NULL,NULL,"0","0","26.13","32","9","-0.0429","-0.117","1.0881","2026-05-28 07:56:21"
"9",NULL,NULL,"0","0","26.02","32","9","-0.039","-0.117","1.0881","2026-05-28 07:56:21"
"8",NULL,NULL,"0","0","25.89","32","9","-0.0507","-0.1131","1.0842","2026-05-28 07:56:21"
"7",NULL,NULL,"0","0","25.55","32","8","-0.0507","-0.1092","1.0803","2026-05-28 07:56:21"
"6",NULL,NULL,"0","0","25.78","32","8","-0.0507","-0.1092","1.0725","2026-05-28 07:56:21"
"5",NULL,NULL,"0","0","25.87","32","9","-0.0507","-0.1053","1.092","2026-05-28 07:56:21"
"4",NULL,NULL,"0","0","26.02","32","10","-0.0546","-0.1131","1.0764","2026-05-28 07:56:21"
"3",NULL,NULL,"0","0","25.99","32","9","-0.0429","-0.1092","1.0842","2026-05-28 07:56:21"
"2",NULL,NULL,"0","0","26.05","32","8","-0.0507","-0.1014","1.0803","2026-05-28 07:56:21"
"1",NULL,NULL,"0","0","26.67","32","8","-0.0507","-0.1131","1.0803","2026-05-28 07:56:21"
